Tiempo (s),Voltaje (V)
0.006533145904541,4.193478911900353
0.0101416110992431,4.236529363022735
0.020402193069458,4.177387569589686
0.0234532356262207,4.136070987550762
0.0306682586669921,4.173667500483255
0.0306682586669921,4.193747210855934
0.0407135486602783,4.078736380345962
0.0407135486602783,4.310512570451203
0.0507535934448242,4.256913928171952
0.0507535934448242,4.341782855826802
0.060821533203125,4.119091893328072
0.060821533203125,4.121207754421825
0.0711627006530761,4.38883021089904
0.0751810073852539,4.118218703418867
0.0816211700439453,3.921112158299455
0.0848069190979003,4.005180341866688
0.0917158126831054,4.068905817374052
0.0917158126831054,4.358520862256929
0.1020374298095703,4.37936113429009
0.1020374298095703,4.3760352521422
0.1120669841766357,4.238788754302462
0.1160285472869873,4.096285315902271
0.1221847534179687,4.4379033543079345
0.1274898052215576,3.9979353191257356
0.1322827339172363,4.018628573391445
0.1378109455108642,3.9679738204636035
0.142338752746582,3.8860868912511264
0.142338752746582,4.035341581514172
0.1527187824249267,4.178234512147988
0.1527187824249267,4.068657074872566
0.1628732681274414,4.158908562143448
0.1628732681274414,4.234676935354141
0.1732659339904785,4.424699425309232
0.1732659339904785,4.167158973049605
0.1837775707244873,4.198753729513644
0.190814733505249,4.063231060764258
0.1964387893676757,3.998265972445565
0.1964387893676757,4.331317682299609
0.203942060470581,4.281665030230383
0.203942060470581,4.366413692524223
0.2143115997314453,4.096741312069556
0.2143115997314453,4.091973348598001
0.2246463298797607,3.8833872607769595
0.2246463298797607,4.077076091023339
0.2350311279296875,4.071238562389277
0.2350311279296875,4.114351886897566
0.2465171813964843,3.9617044528657583
0.2465171813964843,4.093381193348754
0.257390022277832,3.976963690874772
0.2610888481140136,4.05638046029418
0.2655308246612549,4.030938113351901
0.2655308246612549,4.047851819868249
0.2756326198577881,3.939414823562981
0.2756326198577881,4.414339297479696
0.2860989570617676,4.128517829316711
0.2910716533660888,4.370858247788905
0.2963712215423584,4.008290927886324
0.3017306327819824,4.281799441934316
0.3067138195037842,3.9639144298384688
0.3122947216033935,4.173265600261785
0.3169920444488525,3.904527012463885
0.3169920444488525,4.03044489092093
0.3291449546813965,4.4156284908515735
0.3311629295349121,4.2927795176502235
0.3372604846954345,4.250488627602355
0.3372604846954345,4.212930678396141
0.3473782539367676,4.302596375697514
0.3473782539367676,4.318394836152587
0.3578026294708252,3.9651431116119342
0.3681063652038574,4.437091717548381
0.3701262474060058,3.9398962901726686
0.3786163330078125,3.9106282412188023
0.3786163330078125,4.386577810406155
0.3890972137451172,4.016088936585774
0.3911089897155761,4.347498297682434
0.3994359970092773,4.035498391950455
0.3994359970092773,3.9001664231996194
0.4097077846527099,4.318184792405585
0.4097077846527099,4.259882813223538
0.4222059249877929,4.232165546050639
0.4222059249877929,4.0854834205530235
0.4307048320770263,4.222840416401771
0.4412133693695068,4.06964824432449
0.4439136981964111,4.095611101390819
0.4514288902282715,3.950665984423615
0.4575610160827636,4.167971747264639
0.4616651535034179,4.104097223649955
0.4717240333557129,3.9332491627982886
0.4717240333557129,4.155627104849913
0.4821665287017822,4.194116002569077
0.4821665287017822,4.184879772695575
0.4927778244018554,4.200963665997956
0.4947948455810547,4.2598433785638905
0.5030720233917236,3.9792534564315103
0.5030720233917236,4.06711369013441
0.513211727142334,4.060370392013304
0.5173699855804443,4.095258071805128
0.5232489109039307,4.33728126178935
0.5264556407928467,4.26687061150949
0.5334451198577881,4.286815479147857
0.5373907089233398,4.292428937317946
0.5435247421264648,3.891418476947469
0.5435247421264648,4.455210667323667
0.5537109375,4.070030256414072
0.5593042373657227,4.219979488470717
0.5674772262573242,3.946827287967467
0.5739696025848389,4.110856293760789
0.5739696025848389,3.9297485810246178
0.5863165855407715,3.99457541746584
0.5913188457489014,4.22807631601215
0.5944480895996094,4.226544718760275
0.5944480895996094,4.417537667834095
0.6046116352081299,3.9252227215115796
0.6046116352081299,4.380686882306164
0.6150479316711426,4.188411676614972
0.6150479316711426,4.101695732504545
0.6276595592498779,4.257433594392878
0.6340065002441406,3.9234956816307456
0.6377556324005127,4.375302196397556
0.6377556324005127,4.353210769614242
0.6462836265563965,4.226700185835207
0.6462836265563965,4.203025000139489
0.6568799018859863,4.378405811486609
0.6568799018859863,4.2910694424279745
0.6685836315155029,4.098991857063541
0.6685836315155029,4.2883125560621345
0.6774616241455078,4.439032344186971
0.6774616241455078,4.341424706366009
0.6878437995910645,3.9231901482656255
0.6913611888885498,4.0496423894849345
0.6978733539581299,3.982815578578096
0.7063190937042236,4.0339217295310705
0.7100694179534912,4.0699830195092686
0.7183163166046143,4.104562216490583
0.7183163166046143,4.1578505459922805
0.728527307510376,4.18581696993615
0.7351224422454834,4.3484300643028595
0.7406771183013916,4.3921676901723465
0.7406771183013916,4.1211722458519375
